Unnamed: 0,pref,week,regnames,date,year,month,hol,tmean,totdeath_all,totdeath_age0059,totdeath_age6069,totdeath_age7079,totdeath_age8089,totdeath_age9099,pwind,pwind_cat,typhoon_no,typhoon_name,totpop_all,totpop_6099,totpop_6069,totpop_7079,totpop_8099,income,med4_ratio,flood_per,landslide_per
77,1,77,Hokkaido,2011/6/17,2011,6,0,19.28571429,253,21,21,56,102,53,0,none,2011172N11133,MEARI,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
78,1,78,Hokkaido,2011/6/24,2011,6,0,18.14285714,1099,105,102,269,387,236,0,none,2011172N11133,MEARI,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
79,1,79,Hokkaido,2011/7/1,2011,7,0,21.42857143,292,28,34,45,106,79,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
80,1,80,Hokkaido,2011/7/8,2011,7,0,22.71428571,345,18,28,51,150,98,0,none,2011192N18158,MA-ON,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
81,1,81,Hokkaido,2011/7/15,2011,7,1,20,365,20,41,74,123,107,0,none,2011192N18158,MA-ON,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
82,1,82,Hokkaido,2011/7/22,2011,7,0,22.14285714,1929,98,149,300,696,686,0,none,2011192N18158,MA-ON,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
83,1,83,Hokkaido,2011/7/29,2011,7,0,23,177,15,6,46,68,42,0,none,2011208N09145,MUIFA,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
84,1,84,Hokkaido,2011/8/5,2011,8,0,26.57142857,656,51,40,166,244,155,0,none,2011208N09145,MUIFA,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
85,1,85,Hokkaido,2011/8/12,2011,8,0,23.42857143,318,25,41,36,132,84,0,none,2011208N09145,MUIFA,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
86,1,86,Hokkaido,2011/8/19,2011,8,0,21.57142857,339,30,37,97,102,73,0,none,2011233N12129,NANMADOL,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
87,1,87,Hokkaido,2011/8/26,2011,8,0,23.57142857,382,12,68,83,121,98,0,none,2011236N15143,TALAS,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
88,1,88,Hokkaido,2011/9/2,2011,9,0,22.42857143,320,20,37,79,122,62,0,none,2011236N15143,TALAS,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
89,1,89,Hokkaido,2011/9/9,2011,9,0,20,220,9,23,41,84,63,0,none,2011253N20145,ROKE,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
90,1,90,Hokkaido,2011/9/16,2011,9,1,17.28571429,1253,116,157,300,422,258,2.654851077,none,2011253N20145,ROKE,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
91,1,91,Hokkaido,2011/9/23,2011,9,1,16.85714286,1217,130,162,303,406,216,0,none,2011253N20145,ROKE,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
92,1,92,Hokkaido,2011/9/30,2011,9,0,12.14285714,174,19,18,53,57,27,0,none,2011270N18139,NALGAE,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
93,1,93,Hokkaido,2011/10/7,2011,10,1,13,416,41,40,95,136,104,0,none,2011270N18139,NALGAE,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
94,1,94,Hokkaido,2011/10/14,2011,10,0,12.71428571,304,21,36,56,118,73,0,none,2011282N08136,BANYAN,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
95,1,95,Hokkaido,2011/10/21,2011,10,0,11.85714286,1151,93,75,218,458,307,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
96,1,96,Hokkaido,2011/10/28,2011,10,1,10.85714286,155,11,13,23,68,40,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
97,1,97,Hokkaido,2011/11/4,2011,11,0,8.142857143,370,23,23,76,175,73,0,none,2011311N13111,UNNAMED,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
98,1,98,Hokkaido,2011/11/11,2011,11,0,6.428571429,1946,154,100,350,623,719,0,none,2011311N13111,UNNAMED,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
99,1,99,Hokkaido,2011/11/18,2011,11,1,3.857142857,567,48,57,133,196,133,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
100,1,100,Hokkaido,2011/11/25,2011,11,0,2.285714286,349,35,58,80,106,70,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
101,1,101,Hokkaido,2011/12/2,2011,12,0,-0.571428571,967,66,76,174,385,266,0,none,2011338N06114,UNNAMED,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
102,1,102,Hokkaido,2011/12/9,2011,12,0,-1.285714286,361,20,42,82,117,100,0,none,2011344N12117,UNNAMED,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
103,1,103,Hokkaido,2011/12/16,2011,12,0,-4.571428571,839,73,122,190,281,173,0,none,2011344N12117,UNNAMED,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
104,1,104,Hokkaido,2011/12/23,2011,12,1,-1.571428571,196,21,24,55,60,36,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
105,1,105,Hokkaido,2011/12/30,2011,12,1,-1.714285714,367,12,45,40,145,125,0,none,,,5484,1869,844,619,406,4556,0.280127926,31.1,1.5
106,1,106,Hokkaido,2012/1/6,2012,1,1,-4.428571429,1427,81,169,344,485,348,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
107,1,107,Hokkaido,2012/1/13,2012,1,0,-5.571428571,345,34,31,94,120,66,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
108,1,108,Hokkaido,2012/1/20,2012,1,0,-4.714285714,139,15,21,40,37,26,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
109,1,109,Hokkaido,2012/1/27,2012,1,0,-6.571428571,1015,32,92,192,428,271,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
110,1,110,Hokkaido,2012/2/3,2012,2,0,-3.714285714,214,15,35,34,66,64,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
111,1,111,Hokkaido,2012/2/10,2012,2,1,-4.857142857,308,18,21,46,110,113,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
112,1,112,Hokkaido,2012/2/17,2012,2,0,-4.428571429,174,15,22,30,58,49,0,none,2012046N08130,UNNAMED,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
113,1,113,Hokkaido,2012/2/24,2012,2,0,-2.714285714,159,4,8,26,56,65,0,none,2012046N08130,UNNAMED,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
114,1,114,Hokkaido,2012/3/2,2012,3,0,-1.285714286,215,14,29,52,76,44,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
115,1,115,Hokkaido,2012/3/9,2012,3,0,-0.714285714,311,9,30,56,124,92,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
116,1,116,Hokkaido,2012/3/16,2012,3,1,-0.571428571,157,22,10,40,52,33,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
117,1,117,Hokkaido,2012/3/23,2012,3,0,0.857142857,516,44,73,98,166,135,0,none,2012086N10116,PAKHAR,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
118,1,118,Hokkaido,2012/3/30,2012,3,0,2.142857143,182,14,16,33,70,49,0,none,2012086N10116,PAKHAR,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
119,1,119,Hokkaido,2012/4/6,2012,4,0,4.142857143,433,22,49,67,162,133,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
120,1,120,Hokkaido,2012/4/13,2012,4,0,6.714285714,189,22,18,47,54,48,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
121,1,121,Hokkaido,2012/4/20,2012,4,0,10.71428571,293,22,40,50,111,70,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
122,1,122,Hokkaido,2012/4/27,2012,4,1,15.42857143,291,20,32,42,116,81,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
123,1,123,Hokkaido,2012/5/4,2012,5,1,12.57142857,432,20,48,76,169,119,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
124,1,124,Hokkaido,2012/5/11,2012,5,0,10.85714286,1187,143,173,277,375,219,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
125,1,125,Hokkaido,2012/5/18,2012,5,0,14,1083,116,144,197,353,273,0,none,2012141N11148,SANVU,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
126,1,126,Hokkaido,2012/5/25,2012,5,0,13.57142857,372,32,57,70,139,74,0,none,2012141N11148,SANVU,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
127,1,127,Hokkaido,2012/6/1,2012,6,0,16.28571429,482,24,46,52,200,160,0,none,2012152N12130,MAWAR,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
128,1,128,Hokkaido,2012/6/8,2012,6,0,16,1255,103,108,259,493,292,0,none,2012162N06150,GUCHOL,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
129,1,129,Hokkaido,2012/6/15,2012,6,0,16.28571429,476,43,46,116,163,108,0,none,2012162N06150,GUCHOL,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
130,1,130,Hokkaido,2012/6/22,2012,6,0,17.85714286,428,26,36,78,142,146,0,none,2012162N06150,GUCHOL,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
131,1,131,Hokkaido,2012/6/29,2012,6,0,21.57142857,362,33,27,67,119,116,0,none,2012177N11135,DOKSURI,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
132,1,132,Hokkaido,2012/7/6,2012,7,0,20.71428571,341,22,28,61,154,76,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
133,1,133,Hokkaido,2012/7/13,2012,7,1,20.28571429,243,17,23,53,75,75,0,none,2012196N19144,KHANUN,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
134,1,134,Hokkaido,2012/7/20,2012,7,0,21.28571429,506,29,57,113,175,132,0,none,2012196N19144,KHANUN,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
135,1,135,Hokkaido,2012/7/27,2012,7,0,25.14285714,338,26,43,62,137,70,0,none,2012209N25149,DAMREY,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
136,1,136,Hokkaido,2012/8/3,2012,8,0,21.57142857,686,36,61,126,250,213,0,none,2012215N23146,HAIKUI,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
137,1,137,Hokkaido,2012/8/10,2012,8,0,22.57142857,291,31,24,55,106,75,0,none,2012215N23146,HAIKUI,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
138,1,138,Hokkaido,2012/8/17,2012,8,0,24.42857143,486,16,64,43,191,172,0,none,2012232N13141,BOLAVEN,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
139,1,139,Hokkaido,2012/8/24,2012,8,0,25.28571429,397,20,41,102,146,88,0,none,2012232N13141,BOLAVEN,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
140,1,140,Hokkaido,2012/8/31,2012,8,0,25.28571429,188,12,18,38,66,54,0,none,2012232N13141,BOLAVEN,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
141,1,141,Hokkaido,2012/9/7,2012,9,0,22.71428571,1033,37,119,156,400,321,0,none,2012254N09135,SANBA,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
142,1,142,Hokkaido,2012/9/14,2012,9,1,24.57142857,223,11,16,40,87,69,0,none,2012254N09135,SANBA,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
143,1,143,Hokkaido,2012/9/21,2012,9,1,18.42857143,968,61,107,178,392,230,0,none,2012263N15141,JELAWAT,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
144,1,144,Hokkaido,2012/9/28,2012,9,0,18.57142857,268,31,23,55,90,69,3.619065406,none,2012263N15141,JELAWAT,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
145,1,145,Hokkaido,2012/10/5,2012,10,1,14.71428571,802,62,87,187,285,181,0,none,2012263N15141,JELAWAT,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
146,1,146,Hokkaido,2012/10/12,2012,10,0,13.14285714,388,26,25,69,166,102,0,none,2012279N15145,PRAPIROON,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
147,1,147,Hokkaido,2012/10/19,2012,10,0,10.28571429,337,13,32,70,125,97,0,none,2012279N15145,PRAPIROON,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
148,1,148,Hokkaido,2012/10/26,2012,10,0,10.14285714,1042,79,130,259,355,219,0,none,2012279N15145,PRAPIROON,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
149,1,149,Hokkaido,2012/11/2,2012,11,1,9.428571429,359,39,36,67,158,59,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
150,1,150,Hokkaido,2012/11/9,2012,11,0,8.285714286,220,10,37,36,79,58,0,none,2012317N07118,UNNAMED,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
151,1,151,Hokkaido,2012/11/16,2012,11,0,3.571428571,314,23,37,69,113,72,0,none,2012317N07118,UNNAMED,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
152,1,152,Hokkaido,2012/11/23,2012,11,1,1.428571429,255,27,27,50,93,58,0,none,2012331N03157,BOPHA,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
153,1,153,Hokkaido,2012/11/30,2012,11,0,0,705,97,117,117,209,165,0,none,2012331N03157,BOPHA,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
154,1,154,Hokkaido,2012/12/7,2012,12,0,-1.714285714,1672,133,211,346,567,415,0,none,2012331N03157,BOPHA,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
155,1,155,Hokkaido,2012/12/14,2012,12,0,-1.571428571,1138,96,94,262,487,199,0,none,,,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
156,1,156,Hokkaido,2012/12/21,2012,12,1,-5.571428571,489,20,31,87,201,150,0,none,2012359N08134,WUKONG,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
157,1,157,Hokkaido,2012/12/28,2012,12,1,-3.857142857,248,13,36,58,83,58,0,none,2012359N08134,WUKONG,5460,1906,852,629,425,4556,0.280127926,31.1,1.5
